Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Ship Duration,UnitPrice
22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,99b02196121eac94a9ad8bc00d85ea4e80ca638b1a7325d5550190b63ca89376,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,19.46,7,0.0,4 days,2.78
23,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,99b02196121eac94a9ad8bc00d85ea4e80ca638b1a7325d5550190b63ca89376,Corporate,United States,Fremont,Nebraska,68025.0,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.0,4 days,8.62
24,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,efa8577bd6b338e9a55db90c35b056ca8f4a045ba8bac9e24930d8a55a9907e9,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.37,2,0.3,2 days,50.98
25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,fce7212c6ff39469b1be038fbaa449e1dcbc08e79c640ac8ccc469d3bb08ae1f,Consumer,United States,Orem,Utah,84057.0,West,FUR-TA-10000577,Furniture,Tables,Bretford Cr4500 Series Slim Rectangular Table,1044.63,3,0.0,5 days,348.21
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,f5d2400f40752f57a52c54aa4928b8fd6035aaafd94a930a1a4dd4b57d145966,Consumer,United States,Los Angeles,California,90049.0,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,11.65,2,0.2,4 days,7.279999999999999
27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,f5d2400f40752f57a52c54aa4928b8fd6035aaafd94a930a1a4dd4b57d145966,Consumer,United States,Los Angeles,California,90049.0,West,TEC-AC-10003027,Technology,Accessories,Imation 8Gb Mini Traveldrive Usb 2.0 Flash Drive,90.57,3,0.0,4 days,30.19
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,4 days,880.9799999999999
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers For Binding Systems,9.62,2,0.7,4 days,16.029999999999998
30,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,4 days,51.75
31,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.26,2,0.2,4 days,2.04
32,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10004042,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.3,6,0.2,4 days,17.98
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Philadelphia,  Pennsylvania  ,19140.0,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Executive Red",6.86,6,0.7,4 days,3.809999999999999
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,4 days,9.85
35,CA-2017-107727,2017-10-19,2017-10-23,Second Class,MA-17560,9bd0c80e01a8325658a3576b3996234c90b3e5d9622d30d830efe63094255bfa,Home Office,United States,Houston,Texas,77095.0,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-Staple Paper,85.06,3,0.2,4 days,35.44
36,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,ae49bc6ea2962fd1b721b3eb1b898e1f3f000479fb0ffceb1068956ed27093ad,Corporate,United States,Richardson,Texas,75080.0,Central,TEC-PH-10004977,Technology,Phones,Ge 30524Ee4,1097.54,7,0.2,2 days,195.99
37,CA-2016-117590,2016-12-08,2016-12-10,First Class,GH-14485,ae49bc6ea2962fd1b721b3eb1b898e1f3f000479fb0ffceb1068956ed27093ad,Corporate,United States,Richardson,Texas,75080.0,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect'S Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,2 days,95.46
38,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,434f2abd99425cf80e570844f17a237d4417be28811006dde9f4e1eb2efffe45,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" X 9 1/2"" Premium Diagonal Seam Envelopes",113.33,9,0.2,4 days,15.74
39,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,434f2abd99425cf80e570844f17a237d4417be28811006dde9f4e1eb2efffe45,Home Office,United States,Houston,Texas,77041.0,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.4,3,0.32,4 days,260.98
40,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,434f2abd99425cf80e570844f17a237d4417be28811006dde9f4e1eb2efffe45,Home Office,United States,Houston,Texas,77041.0,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager'S Chair, Dark Gray",212.06,3,0.3,4 days,100.98
41,CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,434f2abd99425cf80e570844f17a237d4417be28811006dde9f4e1eb2efffe45,Home Office,United States,Houston,Texas,77041.0,Central,TEC-PH-10000486,Technology,Phones,Plantronics Hl10 Handset Lifter,371.17,4,0.2,4 days,115.99
42,CA-2017-120999,2017-09-10,2017-09-15,Standard Class,LC-16930,efae66e4f73f907ca393bebda92f0750db7cfad2c4749a8c5fc1d06b7e5cec0a,Corporate,United States,Naperville,Illinois,60540.0,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-Ts550,147.17,4,0.2,5 days,45.99
43,CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,82d0e643aaf91bfd1f77cb2e0c6b3a784c3e1bab094cbfbeecf52cbd6493f09c,Corporate,United States,Los Angeles,California,90049.0,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base For Stackable Storage Shelf, Platinum",77.88,2,0.0,5 days,38.94
44,CA-2017-139619,2017-09-19,2017-09-23,Standard Class,ES-14080,730c3bf3497e2868ddca9571ab596d7d7c05c87abbc8524d9e460ff7c30aadf5,Corporate,United States,Melbourne,Florida,32935.0,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.62,2,0.2,4 days,59.76
45,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,4938d0fbca6708075d1e3537258322e5294394c3aadd2d3dd928446ba3e4d043,Corporate,United States,Eagan,Minnesota,55122.0,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,2 days,22.99
46,CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,4938d0fbca6708075d1e3537258322e5294394c3aadd2d3dd928446ba3e4d043,Corporate,United States,Eagan,Minnesota,55122.0,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,17.46,2,0.0,2 days,8.729999999999999
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,959d8cbbd51734e7a3c6edca145731247f797971ffc5e916131fc4814a062941,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8W X 5-1/4D X 20-1/2H, Black",211.96,4,0.0,5 days,52.99
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,cc718f326faad08360ecd3e8a4b6f2e6c5d9c2d487e1d49198230eac8ef1144d,Consumer,United States,Dover,Delaware,19901.0.0,East,TEC-AC-10002167,Technology,Accessories,Imation 8Gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,5 days,15.0
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,cc718f326faad08360ecd3e8a4b6f2e6c5d9c2d487e1d49198230eac8ef1144d,Consumer,United States,Dover,Delaware,19901.0,East,TEC-PH-10003988,Technology,Phones,"Lf Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen And Wiper For Apple Iphone 5C Mini Lite",21.8,2,0.0,5 days,10.9
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,511f7ae01a62b4af63b29164ca2cf96f0998ddf32702f41fee7ba641a76897dd,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 X 5-1/8, 10/Pack",38.22,6,0.0,4 days,6.369999999999999
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,511f7ae01a62b4af63b29164ca2cf96f0998ddf32702f41fee7ba641a76897dd,Consumer,United States,New Albany,Indiana,47150.0,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,4 days,12.53
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,511f7ae01a62b4af63b29164ca2cf96f0998ddf32702f41fee7ba641a76897dd,Consumer,United States,New Albany,Indiana,47150.0,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,4 days,3.08
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,511f7ae01a62b4af63b29164ca2cf96f0998ddf32702f41fee7ba641a76897dd,Consumer,United States,New Albany,Indiana,47150.0,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,4 days,89.99
54,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,ef0e05835305378c8f96d2f40508fc0ba13fe95cbc698d11171b63c9edbaea88,Corporate,United States,New York City,New York,10035.0,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6 days,2.18
55,CA-2016-105816,2016-12-11,2016-12-15,Standard Class,JM-15265,ef0e05835305378c8f96d2f40508fc0ba13fe95cbc698d11171b63c9edbaea88,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10002447,Technology,Phones,At&T Cl83451 4-Handset Telephone,1029.95,5,0.0,,205.99
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,2112e9c1e00bb7721175e6a99182d433bd560390356d2c70c790831e4e1a4032,Consumer,United States,Troy,New York,12180.0,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,1 days,34.76
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,2112e9c1e00bb7721175e6a99182d433bd560390356d2c70c790831e4e1a4032,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,1 days,6.48
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,2112e9c1e00bb7721175e6a99182d433bd560390356d2c70c790831e4e1a4032,Consumer,United States,Troy,New York,12180.0,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,1 days,70.97999999999999
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,2112e9c1e00bb7721175e6a99182d433bd560390356d2c70c790831e4e1a4032,Consumer,United States,Troy,New York,12180.0,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,1 days,7.279999999999999
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,2112e9c1e00bb7721175e6a99182d433bd560390356d2c70c790831e4e1a4032,Consumer,United States,Troy,New York,12180.0,East,TEC-AC-10002167,Technology,Accessories,Imation 8Gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,1 days,15.0
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,2112e9c1e00bb7721175e6a99182d433bd560390356d2c70c790831e4e1a4032,Consumer,United States,Troy,New York,12180.0,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,1 days,15.149999999999997
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,2112e9c1e00bb7721175e6a99182d433bd560390356d2c70c790831e4e1a4032,Consumer,United States,Troy,New York,12180.0,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,1 days,1.68
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,68b45aa0ab7410976d03a677ed44876f87d57839dc7825403cc94fd855167b8b,Consumer,United States,Los Angeles,California,90004.0,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6 days,6.99
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,68b45aa0ab7410976d03a677ed44876f87d57839dc7825403cc94fd855167b8b,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco Presstex Data Binder With Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.82,6,0.2,6 days,5.38
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,68b45aa0ab7410976d03a677ed44876f87d57839dc7825403cc94fd855167b8b,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,6 days,48.91
66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,68b45aa0ab7410976d03a677ed44876f87d57839dc7825403cc94fd855167b8b,Consumer,United States,Los Angeles,California,90004.0,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,6 days,19.94
67,US-2015-164175,2015-04-30,2015-05-05,Standard Class,PS-18970,53ad86a7da4d1c911d40ea77f279d52630078a61f989457d94fba8f86812cd74,Home Office,United States,Chicago,Illinois,60610.0,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager'S Chair, Gray",213.11,5,0.3,5 days,60.89
68,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,7244e82fbb5c13992488e3bae0f92e332506874c69731203c81916dc9057fb0d,Corporate,United States,Gilbert,Arizona,85234.0,West,OFF-AR-10002671,Office Supplies,Art,"Hunt Boston Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,8,0.2,5 days,173.90999999999997
69,CA-2014-106376,2014-12-05,2014-12-10,Standard Class,BS-11590,7244e82fbb5c13992488e3bae0f92e332506874c69731203c81916dc9057fb0d,Corporate,United States,Gilbert,Arizona,85234.0,West,TEC-PH-10002726,Technology,Phones,Nettalk Duo Voip Telephone Service,167.97,4,0.2,5 days,52.49
70,CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,3a921a669a2f742df3980e99eacb61e3d62d196193658566057a0eea9259d491,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,2 days,37.94
71,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,d07ddad4149ec8c1ef1c14ad9381b57bcfcc2037ca8a5a9511643e7369d41140,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.62,1,0.2,5 days,5.77
72,CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books With Fax/Mobile Section, 5 1/2"" X 3 3/16""",19.05,3,0.0,3 days,6.35
73,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,afef3464c37298ac4b95921e06083b4f8ad5eef6ac03fcebd8295c2194566eda,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager'S Chair,831.94,8,0.2,6 days,129.99
74,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,afef3464c37298ac4b95921e06083b4f8ad5eef6ac03fcebd8295c2194566eda,Consumer,United States,Memphis,Tennessee,38109.0,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats For Medium Pile Carpet, Standard Lip, 36"" X 48""",97.04,2,0.2,6 days,60.65
75,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,afef3464c37298ac4b95921e06083b4f8ad5eef6ac03fcebd8295c2194566eda,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.78,1,0.2,6 days,90.98
76,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,08d05646fc39bbe28a8e36601be2d3844a895c231a882e220539c7481ce843e9,Corporate,United States,Houston,Texas,77041.0,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.25,3,0.8,2 days,2.08
77,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,08d05646fc39bbe28a8e36601be2d3844a895c231a882e220539c7481ce843e9,Corporate,United States,Houston,Texas,77041.0,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.71,3,0.6,2 days,8.09
78,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,08d05646fc39bbe28a8e36601be2d3844a895c231a882e220539c7481ce843e9,Corporate,United States,Houston,Texas,77041.0,Central,OFF-ST-10000615,Office Supplies,Storage,"Simplifile Personal File, Black Granite, 15W X 6-15/16D X 11-1/4H",27.24,3,0.2,2 days,11.35
79,US-2014-147606,2014-11-26,2014-12-01,Second Class,JE-15745,afef3464c37298ac4b95921e06083b4f8ad5eef6ac03fcebd8295c2194566eda,Consumer,United States,Houston,Texas,77070.0,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,5 days,9.65
80,CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,f3a0ec7a67e8a8cc874835d7c638d892766ade2b994890d8817c707f264bc247,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,3 days,208.16
81,CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,f3a0ec7a67e8a8cc874835d7c638d892766ade2b994890d8817c707f264bc247,Corporate,United States,Decatur,Alabama,35601.0,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty Ezd  Binder With Locking Rings,16.74,3,0.0,3 days,5.58
82,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,2d0baf102a7a92a29a5f6c12d1e6656d1d8e74d63d3c4f716fa157f11b50a06b,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 By Central Association For The Blind",14.9,5,0.0,4 days,2.98
